,노래제목,가수,가사
85,잘 지내나요...?,섬의 편지CONNECT 아티스트,"그대는 잘 지내나요?
저는 그럭저럭 괜찮습니다
예전보다 하는 일도 나아지고 돈도 벌고 있어요
잘 지내다가도 문득 스치듯 그대 생각이 일어납니다

같이 걷던 길을 걸을 때면
같이 가던 식당을 지나칠 때면
그땐 그랬지 하고 이제는 웃어넘길 수 있게 되었네요

어렸던 나를 이기적이고 내 마음만 중요했던
나를 용서하세요
그래도 뜨거웠던 그댈 향한 마음은
누구보다 진심이었다는 걸 알아주세요

날이 많이 춥습니다
그대 어디에 있든지
부디 행복하게 잘 지내시길
진심으로 바랍니다"
86,황계사,해금살롱,"일조낭군 이별 후에
소식조차 돈절허니
병풍 황계 나래치며
꼬끼오 울거든 오랴시나
아 너는 죽어 황하수되고
아 나는 죽어 돗대선되어
어화나 둥덩실 떠놀아보자
어화나 둥덩실 떠놀아보자
달아 아느냐 임 계신데
어화나 둥덩실 떠놀아보자
아 너는 죽어 황하수되고
아 나는 죽어 돗대선되어
어화나 둥덩실 떠놀아보자
어화나 둥덩실 떠놀아보자
달아 아느냐 임 계신데
어화나 둥덩실 떠놀아보자"
87,그리다(어이 얼어자리),프로젝트 그리고,"그대는 어디쯤 오시려나
바람불고 찬비는 내리는데
혹시 그대 나를 잊으셨나
밤새 잠 못 이루 누나
어이 얼어 자리
무스일 얼어 자리
저 달 보다 시린 밤
이 밤을 어이할꼬
얼마나 더 기다려야
내 님이 오실까
어이 얼어 자리
무스일 얼어 자리
오날은 찬비 맞았시니
아아 녹아 잘까 하노라
원앙침 비취금에
어이 얼어 자리
무스일 얼어 자리
어이 얼어 자리
어이 얼어 자리"
88,음운(陰雲),김다함,"고즈넉한 밤 한 줄기 달빛
어둠 속 그대 향기
가까워질 듯 멀어지네 언제고 만나 볼까
달님에게 내 슬픔 말할까
기러기에게 내 소식 전할까
임이 계신 곳 수만리 길
내 마음이 들릴까
눈물겨워 설움 겨워
이내 몸이 멀어질 때 오시는가
천명이 다하고 다하여
이내 몸이 흩어질 때 오시는가 오시는가
바람만 스쳐도 그대 걸음일까
나뭇잎 흔들려도 그대 그림자일까
달빛 속 나무엔 밤이 없고 임 없는 나에겐
그대 없는 나에겐 어둠밖에 없는데
눈물겨워 설움 겨워
이내 몸이 멀어질 때 오시는가
천명이 다하고 다하여
이내 몸이 흩어질 때 오시는가
잊고 싶어 잊지 못해
이내 몸이 부서질 때 오시는가
보고 싶어도 잡지 못해
이내 연이 끊어져도 정녕 잊지 못해"
89,먼후일,한열음,"먼 훗날 당신이 찾으시면
그 때에 내 말이 잊었노라
당신이 속으로 나무라면
무척이나 그리다 잊었노라
그래도 당신이 나무라면
믿기지 않아서 잊었노라
오늘도 어제도 아니 잊고
먼 훗날 그 때에 잊었노라"
90,춘추 : 벚꽃이 낙엽으로,이수빈(Lee SuBin),"흩내리는 벚꽃비 아래 이별하는 너와나
흩내리는 낙엽 아래 널 그리는 나하나
잡으려 애쓴 꽃잎은 잡히지를 않고
외면하려 애써왔던 낙엽 한 장만이
잡을수도 더는 피할수도
애쓸 필요조차도 없는
낙엽마저 없어진 계절이
너와 내게로 온거야
만나적도 없는 것처럼
밟히는 낙엽 속에서 보인 벚꽃잎은
나혼자 너를 그리던 착각이었나
잡을수도 더는 피할수도
애쓸 필요조차도 없는
낙엽마저 없어진 계절이
너와 내게로 온거야
잡을수도 더는 피할수도
애쓸 필요조차도 없는
낙엽마저 없어진 계절이
너와 내게로 온거야
계절지나 다시 돌아온 봄날
서로다른 벚꽃나무 아래에
서로다른 꽃잎을 손에 쥐고
웃고있는 너와나"
91,나비인가 하노라,Ladyface,"고운 옷 차려입고 나풀나풀 이리저리로 다니네
그대 미소에 물드네
노란 고운 치마폭 분홍 저고리 차려입은
네 모양 꽃같으니 나비인가 하노라

고운 옷 차려입고 나풀나풀 이리저리로 다니네
그대 미소에 물드네
노란 고운 치마폭 분홍 저고리 차려입은
네 모양 꽃같으니 나비인가 하노라

고운 옷 차려입고 나풀나풀 이리저리로 다니네
그대 미소에 물드네"
92,민들레 (Feat. 황지영),재연,"노란 꽃이 피었네
꽃이 피었네
시원한 바람 불고 꽃이 피는 계절에
내 님은 돌아오지 않네
흘러만 가는 세월아 제발 멈춰다오
떠나간 님 한 번만 볼 수 있길
같은 이 땅에 선 하나 사이에 두고
볼 수가 없네 그리워라
훨훨 훨훨 날아가거라
훨훨 멀리 날아라
바람 타고 강 건너 멀리 떠나가서
그에게로 가고 싶어라
흘러만 가는 세월아 제발 멈춰다오
떠나간 님 한 번만 볼 수 있길
같은 이 땅에 선 하나 사이에 두고
볼 수가 없네 그리워라
훨훨 훨훨 날아가거라
훨훨 멀리 날아라
바람 타고 강 건너 멀리 떠나가서
그에게로 가고 싶네
아
(훨훨 훨훨 날아가거라)
(훨훨 멀리 날아라)
바람 타고 멀리 가거라
내 님에게
내 님에게"
93,밤바람편지,김진아,"어둔 밤 창가에 비친 내 모습이 싫어
창문을 열고 구름 속 감추인 별을 기다린다
가리워진 그리움이라
이젠 잊었노라 여겼건만
구름 뒤로 뜰 별을 기다리며
굳이 너를 그리워 한다
바람아 밤 바람아
그에게 내 말좀 전해다오
너의 곁에 있었던 그 때엔
참 많이 행복했었노라고
바람아 찬 바람아
이 내목소리도 좀 전해다오
나도 모를 그 모진말 들을
내 진심이 아니었노라고
가리워진 그리움이라
이젠 잊었노라 여겼건만
구름 뒤로 뜰 별을 기다리며
굳이 너를 그리워 한다
바람아 밤 바람아
그에게 내 말좀 전해다오
너의 곁에 있었던 그 때엔
참 많이 행복했었노라고
바람아 찬 바람아
이 내목소리도 좀 전해다오
나도 모를 그 모진말 들을
내 진심이 아니었노라고
어둔밤 잘 보이지 않는 별을 바라본다"
94,황홀극치,하윤주,"황홀 눈부심
좋아서 어쩔 줄 몰라 함
좋아서 까무러칠 것 같음
어쨌든 좋아서 죽겠음
해 뜨는 것이 황홀이고
해 지는 것이 황홀이고
새 우는 것 꽃 피는 것 황홀이고
강물이 꼬리를 흔들며 바다에
이르는 것 황홀이다
그렇지 무엇보다
바다 울렁임 일파만파 그곳의 노을
빠져 죽어버리고 싶은 충동이 황홀이다
아니다 내 앞에
웃고 있는 네가 황홀 황홀의 극치다
도대체 너는 어디서 온 거냐
어떻게 온 거냐
왜 온 거냐
천년 전 약속이나 이루려는 듯
해 뜨는 것이 황홀이고
해 지는 것이 황홀이고
새 우는 것 꽃 피는 것 황홀이고
강물이 꼬리를 흔들며 바다에
이르는 것 황홀이다
그렇지 무엇보다
바다 울렁임 일파만파 그곳의 노을
빠져 죽어버리고 싶은 충동이 황홀이다
아니다 내 앞에
웃고 있는 네가 황홀 황홀의 극치다
황홀의 극치다"
95,그대라는 계절,송소희,"1.	그대라는 계절
2.	그대라는 계절 (Inst.)

그대라는 계절 – 송소희
차가운 바람 불어 내 귓가에 스치면
오래 전 그대 목소리 들리는 것만 같아 
아직도 생각난다 그대 내게 했던 말
계절이 바뀌고 또 흘러도 
왜 아직도 난 생각이 나는 걸까
우리 약속 하나만 해요
다신 볼 수 없다 하여도
마른 가지에 꽃들이 피면
안부라도 전해요
운명 같은 우리 사랑을
나는 어김없이 믿어요
그대라는 계절을 난 기다려요
늘 같은 자리에서

서글픈 하루가 또 지나가고
또다시 맘에 비가 내려
이룰 수 없는 사랑이라 해도
슬프지 않아요 그대의 온기 있으니
우리 약속 하나만 해요
다신 볼 수 없다 하여도
마른 가지에 꽃들이 피면
안부라도 전해요
가끔 내 생각이 난다면
우리 함께한 이곳으로
그대 마음 담아서 바람에 날려
내게로 보내줘요
우리 잊지 말아요"
96,달하 노피곰 도다샤 (feat. 루이스 초이),박봉규,"어긔야 어긔야 어강됴리
아으 다롱디리

달하 달하 노피곰 도다샤 
어긔야 님 가논 대 졈그를셰라

달하 노피곰
달하 달하 노피곰 도다샤"
97,매화가 피는,판타타(Pantata),"바람이 눈을 몰아
창문에 부딪치니
찬 기운이 새여 들어와
나의 마음을 얼게한다
온 세상 눈에 덮여 있어도
백설 속에도 봄 인양
매화같이 피온다
좋구나 매화로다
어허야 더허야
에헤 듸이여라 사랑도 매화로다
좋구나 매화로다
어야 더야 어허야
에헤 듸이여라 사랑도 매화로다
인간이별 만사 중에 독수공방이
상사난이란다 좋구나 매화로다
어야 더야 어허야
에헤 듸이여라 사랑도 매화로다
어저께 밤에도 나가자고
그저께 밤에는 구경가고
무삼염치로 삼승버선에 볼받아
달람나 좋구나 매화로다
어야 더야 어허야
에헤 듸이여라 사랑도 매화로다
나돌아가네 나돌아가네
떨떨거리고 나돌아가노라
좋구나 매화로다
어야 더야 어허야
에헤 두견이 우러라 사랑도 매화로다"
98,내님 (feat. 박예린),세마치 프로젝트,"내 님 닮은 바람 불어
내 님 온 줄 알았지
활짝 핀 꽃 내님 닮아
내 님 온 줄만 알았지
매일 밤 내 눈물로 내님 얼굴 그려줄 테니
세월아 내님 기억 가져가지 말아라
두 손에 담긴 그대 조각에 가슴엔 한이 많구나
한줌 바람에 흩날려 버리니 나도 데려가 주오
소근 소근 오는 눈이 내님 발소리 같아서
밤하늘 별들 노랫소리 내님 목소리 같아서
아흔의 아홉 달 눈물 흘렸던
그 자리엔 깊은 우물 됐네
다음 생에 내님 한 모금 해주오
두 손에 담긴 그대의 조각에
가슴엔 한이 많구나
한줌 바람에 흩날려 버리니 나도 데려가 주오
내 눈 멀면 당신이 밝혀주오
내 귀 멀면 당신만 듣겠네
내 눈 멀면 당신이 밝혀주오
두 손에 담긴 그대의 조각에
가슴엔 한이 많구나
한줌 바람에 흩날려 버리니 나도 데려가 주오
두 손에 담긴 그대의 조각에
가슴엔 한이 많구나
한줌 바람에 흩날려 버리니 나도 데려가 주오
내 님 닮은 바람 불어
내 님 온 줄 알았지
활짝 핀 꽃 내님 닮아
내 님 온 줄만 알았지"
99,도풍태군,창작집단 더늠,"도라지 도라지 백도라지
심심산천에 백도라지
한 두 뿌리만 캐어도
대바구니 철철철 다 넘는다
에헤에요 에헤에요 에헤에요
에야라 난다 지화자 좋다
얼씨구 좋구나 내 사랑아
풍년이 왔네 풍년이 왔네
명년 춘삼월에 화류놀이 가세
풍년이 왔네 풍년이 왔네
명년 춘삼월에 화류놀이 가세
짜증을 내어서 무엇하나
성화를 바치어 무엇하나
속상한 일도 하두 많으니
놀기도 하면서 살아가세
니나노 니나노 늴리리야
늴리리야 니나노
얼싸 좋아 얼씨구 좋다
벌 나비는 이리저리 펄펄
꽃을 찾아서 날아든다
바람이 분다 바람이 불어
연평바다에 어얼얼싸 찬 바람 분다
얼싸 좋네 아 좋네 군밤이요
에헤라 생율 밤이로구나
바람이 분다 (바람이분다)
바람이 불어 (바람이 불어)
연평 바다에 (연평 바다에)
어얼얼싸 찬 바람 분다
(어얼얼싸 찬 바람 분다)
얼싸 좋네 아 좋네 군밤이요
에헤라 생율 밤이로구나
봄이 왔네 (봄이 왔네)
봄이 왔어 (봄이 왔어)
금수강산에 (금수강산에)
어얼얼싸 새봄이 왔네
(어얼얼싸 새봄이 왔네)
얼싸 좋네 아 좋네 군밤이요
에헤라 생율 밤이로구나
얼싸 좋네 아 좋네 군밤이요
에헤라 생율 밤이로구나"
100,사진,Celine,"사진을 남겨보자
잘나오지 않아도
나중에 두고두고
웃으며 추억하자
여기보세요
하나 둘 셋
여기보세요
하나 둘 셋
사진을 남겨보자
잘나오지 않아도
나중에 두고두고
웃으며 추억하자
여기보세요
하나 둘 셋
여기보세요
하나 둘 셋
여기보세요
하나 둘 셋
여기보세요
하나 둘 셋"
101,봄 (사철가 Part1),신새봄,"이산 저산 꽃이 피니
분명코 봄이로구나
이산 저산 꽃이 피니
분명코 봄이로구나
봄은 찾아 왔건마는
세상사 쓸쓸하더라
나도 어제 청춘일러니
오날 백발 한심허구나
내 청춘도 날 버리고
속절없이 가버렸으니
왔다 갈줄 아는 봄은
반겨헌들 쓸데 있나
봄아 왔다 가려거든
가거라 나를 두고 가거라
니가 가도 여름이 오면
녹음방초 승화시라
내 청춘도 날 버리고
연정없이 가버렸으니
왔다 갈줄 아는 봄은
반겨헌들
(구음)
내 청춘도 날 버리고
속절없이 가버렸으니
내 청춘도 날버리고
속절없이 가버렸으니
왔다 갈줄 아는 봄은
반겨헌들 쓸데있나"
102,바람이 시킨거야 (feat. 김희지),홍순엽,"가 그대로 날 두고 멀리
떠나가는 너의 모습 붙잡을 수 없어
가져가 모두 남는 거 하나 없이
잊지 못할 추억들이 바보같이 널 믿게해
바람이 시킨거야 널 멀리 밀어냈어
우린 서로 그리운 것을 내가 잘 알고있어
떠나는 널 잡지못해 불러봐도 대답없는
너라는걸 알고있어 하지만 난 널 믿어
바람이 시킨거야 널 멀리 밀어냈어
우린 서로 그리운 것을 내가 잘 알고있어
그래 난 알고있어 넌 돌아오고있어
내게 와서 말해줄래 바람이 시킨거야
가 그대로 날 두고 멀리
떠나가는 너의 모습 붙잡을 수"
103,첫사랑가 (feat. 예결),재연,"한 떨기 꽃 피는 그 봄날에
한 아름 설렘 꼭 껴안고
한 걸음 한 걸음 그댈 향해
조금씩 다가가 본다
두근 두근대는 내 심장 소리
두 번 세 번 거울을 들여다보고
둘이서 꽃길을 걷는 상상을
하고 또 하고 또 해본다
뛰는 가슴 추스르고
떨리는 손 부여잡고
티 안 내려 하기엔 내 빨개진 볼과
끊이지 않는 미소가 문제로구나
사랑 사랑 사랑 사랑 사랑
내 사랑이로구나
이리 보고 저리 둘러보아도
둘도 없는 내 사랑
사랑 사랑 사랑 사랑 사랑
내 사랑이로구나
단 하나뿐인
어화둥둥 내 첫사랑
뛰는 가슴 추스르고
떨리는 손 부여잡고
티 안 내려 하기엔 내 빨개진 볼과
끊이지 않는 미소가 문제로구나
사랑 사랑 사랑 사랑 사랑
내 사랑이로구나
이리 보고 저리 둘러보아도
둘도 없는 내 사랑
사랑 사랑 사랑 사랑 사랑
내 사랑이로구나
단 하나뿐인
어화둥둥 내 사랑아
이제는 둘이서 손을 마주 잡으며
서로를 위하고 함께 바라보기로 해요
사랑 사랑 사랑 사랑 사랑
내 사랑 이로구나
단 하나뿐인 어화둥둥 내 첫사랑
내 사랑아"
104,상사별곡(相思別曲),이윤진,"인간 이별 만사 중에
독수공방이 더욱 섧다
보고지고 임의 얼굴
듣고지고 임의 소리
자나깨나 깨나 자나
임을 못 보니 가삼이 답답
오동추야
밝은 달에 임 생각이 새로워라
오동추야
밝은 달
한번 이별하고 돌아가면
다시 오기"
105,계절 Seasons For More,주보라,"너와 함께했던 열아홉 해의
봄 여름 가을 겨울
그리고 스무해 봄날
넌 나의 계절이고 나는 너의 꽃이길
넌 나의 계절이고 나는 너의 꽃이길"
106,너영나영 (feat. 황난아 & 이상훈 & 정민기),와이 프로젝트(Y Project),"너영 나영 두리둥실 놀고요
낮에 낮에나 밤에 밤에나
상사랑 이로구나
아침에 우는 새는 배가 고파 울고요
저녁에 우는 새는 님 그리워 운다
아아 (아아) 그리워서
님 모습 (아아) 그리워
님 없는 (아아) 이 밤이
외로워 운다 (외로워 운다)
너영 (너영) 나영 (나영)
두리 (둥실 놀) 놀고요 (고요)
너영 (너영) 나영 (나영)
상사랑 아 (상사랑 이로다)
아 우 우 아
가는 임 허리 안고 가지 말라고 우네
매정한 임 내 곁을 떠나네 떠나가누나
너영 나영 으으음
두리 둥실 놀고요
둥근 저 달 산 넘어 가고요
이 몸은 언제 가리
언제 만나러 가리
너영 나영 (아) 으으음 (으으음)
두리 둥실 놀고요 (아아)
둥근 저 달 산 넘어 가고요
이 몸은 언제 가리 (님 만나러)
언제 만나러 가리 (님 만나러)
종달새 울거든 (으응)
봄 온줄 알고요 (알고요)
하모니카소리 들리면
(아아 소리 들리면)
님 오셨네 님 오셨네
아 세월 (너영 나영) 아 (두리 둥실)
가지 마라 (너영 나영)
아까운 (아) 내 청춘
늙어만 간다 (아)
홀로 지낸 이 밤 (아)
눈물 지새운 긴 이 밤
너영 나영 두리 둥실 놀고요
낮에 낮에나 밤에 밤에나
상사랑 이로다
상사랑 이로구나"
107,매화타령,송소희,"좋구나 매화로다
어야더야 어허야 에
디여라 사랑도 매화로다
인간이별 만사 중에
독수공방이 상사난이란다
좋구나 매화로다
어야더야 어허야 에
디여라 사랑도 매화로다
어저께 밤에도 나가자고
그저께 밤에는 구경가고
무삼 염치로 삼승버선에
볼받아 달람나
좋구나 매화로다
어야더야 어허야 에
디여라 사랑도 매화로다
나돌아갑네 나돌아갑네
나돌아갑네 나돌아갑네
떨떨거리고 나돌아 가누나
좋구나 매화로다
어야더야 어허야 에
두견이 울어라
사랑도 매화로다
어야더야 어허야 에
두견이 울어라
사랑도 매화로다
좋구나 매화로다"
109,정,타니모션(Tanemotion),"정이라 허는 것을 아니 주려 허였는데
우연히 가는 정을 어쩔 수가 없네"
110,꽃눈,최성무(Seongmoo Choi)CONNECT 아티스트,"빛바랜 앨범들 속에서 또 다시 나와 만난 그대는
그 계절 가장 눈부신 모습 그대로 내게 웃고 있네요

수줍게 흩날리던 연분홍 꽃눈 속에서
우리의 시간을 함께 그려 가자던

같은 색의 꿈을 꾸고 같은 곳을 함께 바라보며
영원의 시간을 함께 걸어가자던 그대는 지금 어디에

꽃눈이 흩날리던그 날

같은 색의 꿈을 꾸고 같은 곳을 함께 바라보며
영원의 시간을 함께 걸어가자던 그대는 지금 어디에

뿌옇게 흐려진 내 두눈 사이로
흩어져 가는 꽃잎들"
122,Beloved (Violin ver.),Michael Hoppé(마이클 호페)CONNECT 아티스트,"Solace : 2003 / Spring Hill Music

Producer : Michael Hoppe 
Engineer : Steve Salani 

Personnel: 
Michael Hoppe (keyboards); 
Heidi Fielding, Dwain Briggs (vocals); 
Adam Klemens (conductor); 
Martin Tillman (cello); 

Vangelis, The Prague Symphony. SOLACE was nominated for the 2004 Grammy Award for Best New Age Album. 

Michael Hoppe's exceptional, award-winning album offers a profound emotional voyage from the first song to the last, gliding from one heartfelt piece to the next with stunning, effortless transitions. 

With the aid of the Prague Symphony, Hoppe creates a sense of an elevated consciousness without losing a shred of musicianship. 

Hoppe's fine compositional ear is the backbone behind his grand, cinematic aural storytelling. 

Like human life itself, SOLACE moves constantly forward, but is dotted with bittersweet moments that Hoppe sees as divine. The yearning, bellowing cello on ""So You"" builds into the pure, transcendent joy of ""Renouncement,"" and comes to rest on a kind of ghostly, majestic finale with ""The Parting,"" featuring Vangelis.


Nit Music ManiaClub ... Angel's Wings
cyworld.com/vusrmsdyd"
262,루돌프 사슴코 (오르골 캐롤),아기천사,"루돌프 사슴코는 매우 반짝이는 코 
만일 네가 봤다면 불붙는다 했겠지 
다른 모든 사슴들 놀려대며 웃었네 
가엾은 저루돌프 외톨이가 되었네 
안개낀 성탄절날 산타 말하길 
루돌프 코가 밝으니 썰매를 끌어주렴 
그후론 사슴들이 그를 매우 사랑했네 
루돌프 사슴코는 길이 길이 기억되리 


루돌프 사슴코는 매우 반짝이는 코 
만일 네가 봤다면 불붙는다 했겠지 
다른 모든 사슴들 놀려대며 웃었네 
가엾은 저루돌프 외톨이가 되었네 
안개낀 성탄절날 산타 말하길 
루돌프 코가 밝으니 썰매를 끌어주렴 
그후론 사슴들이 그를 매우 사랑했네 
루돌프 사슴코는 길이 길이 길이 길이 
기억되리"
359,내 이야기는 허공으로 날아가 구름에 묻혔다. (Feat. 서사무엘),김오키(Kim O Ki),"We've never met
Yet I'm here to say goodbye
먼지 쌓인 문 너머의 소박한 미소
조금 더 웃어주고서
조금 더 반겨줄 걸
조금 더 손 잡고서
조금 더 나눠줄 걸
느낀 뒤엔
사진 속의 널 바라보고
Saying goodbye
그늘 속에서 빛나던 예쁜 나이
언젠가 다시 만날 때
오랜 사인 듯 인사할게
좋은 기억만 허공에선"
445,"자전거 탄 풍경 - 너에게 난, 나에게 넌 (피아노 커버)",악보바다CONNECT 아티스트,"너에게 난 해직녘 노을 처럼 
한편의 아름다운 추억이 되고 
소중했던 우리 푸르던 날을 기억하며 
음 후회없이 그림처럼 남아주기를 

나에게 넌, 내 외롭던 지난 시간을 
환하게 비춰주던 햇살이 되고 
조그맣던 너의 하얀손의에 
빛나는 보석처럼 영원의 약속이 되어 

너에게 난 해직녘 노을 처럼 
한편의 아름다운 추억이 되고 
소중했던 우리 푸르던 날을 기억하며 
음 후회없이 그림처럼 남아주기를 

나에게 넌, 초록의 슬픈 노래로 
내작은 가슴속에 이렇게 남아 
반짝이던 너의 예쁜 눈 망울에 
수많은 별이 되어 영원토록 빛나고 싶어 

너에게 난 해직녘 노을 처럼 
한편의 아름다운 추억이 되고 
소중했던 우리 푸르던 날을 기억하며 
음 후회없이 그림처럼 남아주기를 

너에게 난 해직녘 노을 처럼 
한편의 아름다운 추억이 되고 
소중했던 우리 푸르던 날을 기억하며 
음 후회없이 그림처럼 남아주기를"
484,시간,에피톤 프로젝트(Epitone Project),"좁은 피아노 의자
나란하게 앉은 둘

시간이 벌써 이렇게나 흘렀다.
그리고, 그 시절의 멜로디만 이렇게 남아있다."
491,나 주를 멀리 떠났다,한찬희,"나 주를 멀리 떠났다 이제 옵니다
나 죄의 길에 시달려 주여 옵니다
그 귀한 세월 보내고 이제 옵니다
나 뉘우치는 눈물로 주여 옵니다
나 죄에 매여 고달파 이제 옵니다
주 크신 사랑받고자 주여 옵니다
이 병든 맘을 고치려 이제 옵니다
큰 힘과 소망 바라고 주여 옵니다
나 바랄 것이 무언가 우리 주 예수
날 위해 죽임 당하심 믿고 옵니다
나 이제 왔으니 내 집을 찾아
주여 나를 받으사 맞아 주소서"
554,Not Going Anywhere,Keren Ann(케렌 앤),"This is why I always wonder
I'm a pond full of regrets
I always try to not remember 
rather than forget

This is why I always whisper
When vagabonds are passing by
I tend to keep myself away 
from their goodbyes

Tide will rise and fall along the bay
and I'm not going anywhere
I'm not going anywhere
People come and go and walk away
but I'm not going anywhere
I'm not going anywhere

This is why I always whisper
I'm a river with a spell
I like to hear but not to listen
I like to say but not to tell

This is why I always wonder
There's nothing new under the sun
I won't go anywhere 
so give my love to everyone

Tide will rise and fall along the bay
and I'm not going anywhere
I'm not going anywhere
People come and go and walk away
but I'm not going anywhere
I'm not going anywhere

Tide will rise and fall along the bay
and I'm not going anywhere
I'm not going anywhere
They come and go and walk away
and I'm not going anywhere
I'm not going anywhere
They come and go and walk away
but I'm not going anywhere
I'm not going anywhere"
653,언제나 몇 번이라도 (센과 치히로의 행방불명),Elizabeth Bright(엘리자베스 브라이트),"呼んでいる 胸のどこか奧で
욘데이루 무네노도코카오쿠데
부르고 있는 마음의 어딘가 안에서

いつも心踊る 夢を見たい
이츠모코코로오도루 유메오미타이
언제나 마음이 두근거리는 꿈을 꾸고 싶다

悲しみは 數えきれないけれど
카나시미와 카조에키레나이케레도
슬픔은 다 셀 수 없지만

その向こうで きっと あなたに會える
소노무코-데 킷토 아나타니아에루
그 너머에서 꼭 당신을 만날 수 있다

繰り返すあやまちの そのたび ひとは
후리카에스아야마치노 소노타비 히토와
되풀이되는 실수를 할 때마다 사람은

ただ靑い空の 靑さを知る
타다아오이소라노 아오사오시루
그저 푸른 하늘의 푸름을 깨닫는다

果てしなく 道は續いて見えるけれど
하테시나쿠 미치와츠즈이테미에루케레도
끝없이 길은 계속되어 보이지만

この兩手は 光を抱ける
코노료-테와 히카리오다케루
이 양손은 빛을 안을 수 있다

さよならのときの 靜かな胸
사요나라노토키노 시즈카나무네
헤어질 때의 고요한 마음

ゼロになるからだが 耳をすませる
제로니나루카라다가 미미오스마세루
Zero가 되기 때문이지만 귀를 기울이고 들을 수 있다

生きている不思議 死んでゆく不思議
이키테이루후시기 신데유쿠후시기
살아있는 불가사의 죽어가는 불가사의

花も風も街も みんなおなじ
하나모카제모마치모 민나오나지
꽃도 바람도 거리도 모두 똑같아

呼んでいる 胸のどこか奧で
욘데이루 무네노도코카오쿠데
부르고 있는 마음의 어딘가 안에서

いつも何度でも 夢を描こう
이츠모난도데모 유메오에가코-
언제나 몇 번이라도 꿈을 그리자

悲しみの數を 言い盡くすより
카나시미노가즈오 이이츠쿠스요리
슬픔의 수를 다 말해 버리는 것보다

同じくちびるで そっと うたおう
오나지쿠치비루데 솟토 우타오-
입맞춰 살짝 노래 부르자

閉じてゆく思い出の そのなかに いつも
토지테유쿠 오모이데노 소노나카니 이츠모
닫혀 가는 추억의 그 안에서 언제나

忘れたくない ささやきを聞く
와스레타쿠나이 사사야키오키쿠
잊고 싶지 않은 속삭임을 듣는다

こなごなに碎かれた 鏡の上にも
코나고나니 쿠다마레타 카가미노우에니모
산산조각으로 깨어진 거울 위에도

新しい景色が 映される
아타라시이케시치가 우츠사레루
새로운 경치가 비춰진다

はじまりの朝の靜かな窓
하지마리노아사노시즈카나마도
시작의 아침의 고요한 창

ゼロになるからだ 充たされてゆけ
제로니나루카라다 미타사레테유케
Zero가 된 몸 채워갈 수 있다

海の彼方には もう探さない
우미노카나타니와 모우사가사나이
바다의 저편에는 이제 찾지 않는다

輝くものは いつも ここに
카가야쿠모노와 이츠모 코코니
빛나는 것은 언제나 여기에

